Produto Id __,Categoria,Categorias Nome,subCategoria Id,Categoria de Tamanho id,Código Ref,Possui Variação,Produto,Descrição,Concentrado,TMP Concentrado,Look Valor Variação,TMP Valor Variação,TMP Promoção Variação,Valor Original,Se valor promocional,Valor Correto Original,Se valor promocional variação,Se valor correto,Variações do Produto,Valor Final do Produto com Variação,TMP Valor vitrine,Soma total,TMP Valor total,Imagem,Se Imagem,Entry Quantidade,Entry Tamanhos,TMP Chave tripla,TMP_Produto ID + Fragrancia ID,Mensagem Whatsapp,Link Whatsapp,Conta Relacionado,Nome/Tamanho nome,Novidades,Mais Vendidos,Soma mais vendidos,Soma os mais vendidos,Primeira Imagem,Entry Cor antigo,Entry Fragrância,Nome/Fragrância nome,Indisponível,Tamanho sem cor,Cores dos Produtos,Entry Cor,Nome/Cor Nome,Promoção Original
xCy-UU65QByOrwY.CORu3A,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,7897744506041,Não tem variação,Amaciante de Roupas - Chá Branco (Coala Laundry) 1L,,Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$18,00",,,,18,18,"R$18,00",,"R$18,00",,"R$18,00","a partir de R$18,00",," x R$18,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/HGmxYQVmGtBPNLrBNnLL.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/HGmxYQVmGtBPNLrBNnLL.png,,,xCy-UU65QByOrwY.CORu3A   ,xCy-UU65QByOrwY.CORu3A ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Amaciante de Roupas - Chá Branco (Coala Laundry) 1L%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Amaciante de Roupas - Chá Branco (Coala Laundry) 1L%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado",33,,,,2,5396,,,,,,,,,,
6N9lyhruTR-N1p.Vnxj2dA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,7897744506058,Não tem variação,Amaciante de Roupas - Orquídea Negra (Coala Laundry) 1L,,Concentrado - Alto Rendimento,"Concentrado - Alto Rendimento a partir de R$18,00",,,,18,18,"R$18,00",,"R$18,00",,"R$18,00","a partir de R$18,00",," x R$18,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/3Cm0iFJolZ4bMDZAuyHY.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/3Cm0iFJolZ4bMDZAuyHY.png,,,6N9lyhruTR-N1p.Vnxj2dA   ,6N9lyhruTR-N1p.Vnxj2dA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Amaciante de Roupas - Orquídea Negra (Coala Laundry) 1L%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Amaciante de Roupas - Orquídea Negra (Coala Laundry) 1L%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado",33,,,,3,5396,,,,,,,,,,
kx0cmT9mSJyVFWaqQ5ENPg,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,7897744506041,Tem variação,Lava Roupas Liquido - Chá Branco (Coala Laundry),,," a partir de R$18,00",,,,18,18,"R$18,00",,,"3L   R$ 43,00
 5L   R$ 66,30","3L   R$ 43,00
 5L   R$ 66,30","a partir de R$18,00",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/tSd2Ay7sJaJhVvFMy0k5.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/tSd2Ay7sJaJhVvFMy0k5.png,,,kx0cmT9mSJyVFWaqQ5ENPg   ,kx0cmT9mSJyVFWaqQ5ENPg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lava Roupas Liquido - Chá Branco (Coala Laundry)%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lava Roupas Liquido - Chá Branco (Coala Laundry)%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado",33,,,,5,5396,,,,,,,,,,
sp1f7CHSRtC2bvUSsBNWBw,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,7897744506058,Tem variação,Lava Roupas Liquido - Orquidea Negra (Coala Laundry),,," a partir de R$18,00",,,,18,18,"R$18,00",,,"3L   R$ 43,00
 5L   R$ 66,30","3L   R$ 43,00
 5L   R$ 66,30","a partir de R$18,00",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/OscjhSrrX9Irb2NhrFed.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/OscjhSrrX9Irb2NhrFed.png,,,sp1f7CHSRtC2bvUSsBNWBw   ,sp1f7CHSRtC2bvUSsBNWBw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lava Roupas Liquido - Orquidea Negra (Coala Laundry)%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lava Roupas Liquido - Orquidea Negra (Coala Laundry)%0A
#c, #n%0A%0A
 x R$18,00 -> %0A%0A
Obrigado",33,,,,5,5396,,,,,,,,,,
fAmwaxl3R42GikHLlhC0RA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,230920255,Tem variação,Lixeira C/ Tampa Pedal - Aço Inox 430,,," a partir de R$132,30",,,,"132,3","132,3","R$132,30",,,"5L   R$ 132,30
 12L   R$ 185,20
 20L   R$ 228,00
 30L   R$ 313,50","5L   R$ 132,30
 12L   R$ 185,20
 20L   R$ 228,00
 30L   R$ 313,50","a partir de R$132,30",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SZkmWW7EzHlm8Gs9ztWo.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SZkmWW7EzHlm8Gs9ztWo.png,,,fAmwaxl3R42GikHLlhC0RA   ,fAmwaxl3R42GikHLlhC0RA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira C/ Tampa Pedal - Aço Inox 430%0A
#c, #n%0A%0A
 x R$132,30 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira C/ Tampa Pedal - Aço Inox 430%0A
#c, #n%0A%0A
 x R$132,30 -> %0A%0A
Obrigado",76,,,,,5396,,,,,,,,,,
F7jZ-q8jQxmMpdvypOAL5w,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,EBfzIFs3Q3OFbqk57UoQsA,4fbKznm1SBK0oo9kp.oM7Q,7891055590300,Não tem variação,Escova Lava Legumes (Côndor),,," a partir de R$12,40",,,,"12,4","12,4","R$12,40",,"R$12,40",,"R$12,40","a partir de R$12,40",," x R$12,40 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/v16oebzAiUyrFCl15OXG.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/v16oebzAiUyrFCl15OXG.png,,,F7jZ-q8jQxmMpdvypOAL5w   ,F7jZ-q8jQxmMpdvypOAL5w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Escova Lava Legumes (Côndor)%0A
#c, #n%0A%0A
 x R$12,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Escova Lava Legumes (Côndor)%0A
#c, #n%0A%0A
 x R$12,40 -> %0A%0A
Obrigado",19,,,,1,5396,,,,,,,,,,
wOnG.LAJT9q4k72Dw64sCA,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,vYSQobfaRIO0urHRc8WyWQ,PZOwW1.1ROSiob7KmFoQKw,7896098909850,Não tem variação,"Sabão em Pó - Tixan Primavera Sachê 2,4 KG (YPE)",,," a partir de R$30,80",,,,"30,8","30,8","R$30,80",,"R$30,80",,"R$30,80","a partir de R$30,80",," x R$30,80 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/amqtR4JdOLk5BdpWLvwx.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/amqtR4JdOLk5BdpWLvwx.png,,,wOnG.LAJT9q4k72Dw64sCA   ,wOnG.LAJT9q4k72Dw64sCA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabão em Pó - Tixan Primavera Sachê 2,4 KG (YPE)%0A
#c, #n%0A%0A
 x R$30,80 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabão em Pó - Tixan Primavera Sachê 2,4 KG (YPE)%0A
#c, #n%0A%0A
 x R$30,80 -> %0A%0A
Obrigado",33,,,,2,5396,,,,,,,,,,
RJQ3P4EFS6OmeY1ai66qqg,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,0736532335036,Não tem variação,Toalha de Microfibra Para Vidro 40X40 (SANCHES),,," a partir de R$8,70",,,,"8,7","8,7","R$8,70",,"R$8,70",,"R$8,70","a partir de R$8,70",," x R$8,70 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/rq8V3hd3PwtiUZtgrfbS.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/rq8V3hd3PwtiUZtgrfbS.png,,,RJQ3P4EFS6OmeY1ai66qqg   ,RJQ3P4EFS6OmeY1ai66qqg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Toalha de Microfibra Para Vidro 40X40 (SANCHES)%0A
#c, #n%0A%0A
 x R$8,70 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Toalha de Microfibra Para Vidro 40X40 (SANCHES)%0A
#c, #n%0A%0A
 x R$8,70 -> %0A%0A
Obrigado",28,,,,1,5396,,,,,,,,,,
Pz5BL5JPTKKCAdw-T4YSBQ,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,HYAzL8qzQ12T999V1h.waA,PZOwW1.1ROSiob7KmFoQKw,7893595869014,Não tem variação,Sabao em Pasta Para Brilho (Louças de Cozinha) 500g,,," a partir de R$6,00",,,,6,6,"R$6,00",,"R$6,00",,"R$6,00","a partir de R$6,00",," x R$6,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/opKjYLGntsjIdfSweTgU.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/opKjYLGntsjIdfSweTgU.png,,,Pz5BL5JPTKKCAdw-T4YSBQ   ,Pz5BL5JPTKKCAdw-T4YSBQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabao em Pasta Para Brilho (Louças de Cozinha) 500g%0A
#c, #n%0A%0A
 x R$6,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabao em Pasta Para Brilho (Louças de Cozinha) 500g%0A
#c, #n%0A%0A
 x R$6,00 -> %0A%0A
Obrigado",17,,,,1,5396,,,,,,,,,,
f3ufJqLZTdCCDVLRMZZAiQ,m1kvokUKQTGD4e7OjGYWIQ,Linha de Tratamentos,1Jz.YY2FRdugB..wG9c9Kw,OVY3BHlhR4ebyIZM4nNGFg,7898470060920,Não tem variação,BZ GRANGLOSS 1KG,"Grangloss é um cristalizador de alto desempenho desenvolvido para granito, mármore, granilite, concreto e outras pedras naturais. Sua fórmula promove um brilho intenso e uniforme, mesmo em superfícies naturalmente difíceis de cristalizar. Atua parcialmente na porosidade do material, aumentando a resistência ao tráfego e melhorando o acabamento visual da pedra. O produto realiza uma reação termoquímica sem formação de película, que contribui diretamente para a durabilidade e resistência da superfície.",," a partir de R$199,10",,,,"199,1","199,1","R$199,10",,"R$199,10",,"R$199,10","a partir de R$199,10",," x R$199,10 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/aVPmCMCmqlpT2tdpRhH7.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/aVPmCMCmqlpT2tdpRhH7.png,,,f3ufJqLZTdCCDVLRMZZAiQ   ,f3ufJqLZTdCCDVLRMZZAiQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
BZ GRANGLOSS 1KG%0A
#c, #n%0A%0A
 x R$199,10 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
BZ GRANGLOSS 1KG%0A
#c, #n%0A%0A
 x R$199,10 -> %0A%0A
Obrigado",24,,,,1,5396,,,,,,,,,,
LkBKH4GAQiCeLx0e8qMHuQ,m1kvokUKQTGD4e7OjGYWIQ,Linha de Tratamentos,1Jz.YY2FRdugB..wG9c9Kw,OVY3BHlhR4ebyIZM4nNGFg,7898470060913,Não tem variação,BZ GRANBRILL 1KG,"GranBrill é um produto formulado para a manutenção periódica do brilho em superfícies já cristalizadas com Grangloss ou submetidas a outros processos de cristalização. Também pode ser utilizado como etapa final após o polimento mecânico, promovendo o aumento da dureza superficial e do brilho, além de prolongar a proteção contra o desgaste por tráfego. É indicado para superfícies de granito, mármore, granilite, concreto e outras pedras naturais, em ambientes de tráfego leve a alto, conforme a frequência de aplicação. GranBrill não forma película. Sua ação é físico-química, penetrando no material para reforçar a cristalização.",," a partir de R$109,90",,,,"109,9","109,9","R$109,90",,"R$109,90",,"R$109,90","a partir de R$109,90",," x R$109,90 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/l7iV9yKigKPgbooXJJHS.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/l7iV9yKigKPgbooXJJHS.png,,,LkBKH4GAQiCeLx0e8qMHuQ   ,LkBKH4GAQiCeLx0e8qMHuQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
BZ GRANBRILL 1KG%0A
#c, #n%0A%0A
 x R$109,90 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
BZ GRANBRILL 1KG%0A
#c, #n%0A%0A
 x R$109,90 -> %0A%0A
Obrigado",24,,,,2,5396,,,,,,,,,,
Pszs9LP4QJidqWdMq5IlAg,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,EBfzIFs3Q3OFbqk57UoQsA,4fbKznm1SBK0oo9kp.oM7Q,7891055500903,Não tem variação,Escova P/ Unha (CONDOR),,," a partir de R$6,00",,,,6,6,"R$6,00",,"R$6,00",,"R$6,00","a partir de R$6,00",," x R$6,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/OibEu05tX1UU007yx08h.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/OibEu05tX1UU007yx08h.png,,,Pszs9LP4QJidqWdMq5IlAg   ,Pszs9LP4QJidqWdMq5IlAg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Escova P/ Unha (CONDOR)%0A
#c, #n%0A%0A
 x R$6,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Escova P/ Unha (CONDOR)%0A
#c, #n%0A%0A
 x R$6,00 -> %0A%0A
Obrigado",19,,,,2,5396,,,,,,,,,,
YelxwlBuR5yP6EQ9ExF-xQ,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,7898470069114,Não tem variação,Pós Obra Acido 1L (BELLINZONI),,," a partir de R$20,90",,,,"20,9","20,9","R$20,90",,"R$20,90",,"R$20,90","a partir de R$20,90",," x R$20,90 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/iF6JEpjEUrDW47jVoFwN.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/iF6JEpjEUrDW47jVoFwN.png,,,YelxwlBuR5yP6EQ9ExF-xQ   ,YelxwlBuR5yP6EQ9ExF-xQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pós Obra Acido 1L (BELLINZONI)%0A
#c, #n%0A%0A
 x R$20,90 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pós Obra Acido 1L (BELLINZONI)%0A
#c, #n%0A%0A
 x R$20,90 -> %0A%0A
Obrigado",94,,,,,5396,,,,,,,,,,
H79wcTwPR36IdxYBXUVqpQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,0IMqAW0hQISSER5OljMY0A,4fbKznm1SBK0oo9kp.oM7Q,7898319327504,Tem variação,Limpador E Suporte De Vidros (Bralimpia),,," a partir de R$52,80",,,,"52,8","52,8","R$52,80",,,"LC350   R$ 52,80
 LC450
   R$ 56,80","LC350   R$ 52,80
 LC450
   R$ 56,80","a partir de R$52,80",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/fV7TbUSiW3WIOfDYdltW.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/fV7TbUSiW3WIOfDYdltW.png,,,H79wcTwPR36IdxYBXUVqpQ   ,H79wcTwPR36IdxYBXUVqpQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Limpador E Suporte De Vidros (Bralimpia)%0A
#c, #n%0A%0A
 x R$52,80 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Limpador E Suporte De Vidros (Bralimpia)%0A
#c, #n%0A%0A
 x R$52,80 -> %0A%0A
Obrigado",20,,,,,5396,,,,,,,,,,
JYYieUlIRT-fV464F5gj9w,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,GzETZAK2TgWpSwQbb2m.HQ,Nlfwazk9RPKFunUcFg8mTA,7909065038702,Não tem variação,Tapete Entrada Fibra De Coco Urban 75 X 50 Cm,,," a partir de R$81,20",,,,"81,2","81,2","R$81,20",,"R$81,20",,"R$81,20","a partir de R$81,20",," x R$81,20 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SDArXLyPvTVnUg49Hwjv.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SDArXLyPvTVnUg49Hwjv.png,,,JYYieUlIRT-fV464F5gj9w   ,JYYieUlIRT-fV464F5gj9w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete Entrada Fibra De Coco Urban 75 X 50 Cm%0A
#c, #n%0A%0A
 x R$81,20 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete Entrada Fibra De Coco Urban 75 X 50 Cm%0A
#c, #n%0A%0A
 x R$81,20 -> %0A%0A
Obrigado",51,,,,,5396,,,,,,,,,,
FyZQUGPLSaWC5AW6W4nmLA,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,GzETZAK2TgWpSwQbb2m.HQ,Nlfwazk9RPKFunUcFg8mTA,7909065263739,Não tem variação,Tapete Waterkap Comercial 60 Cm X 90 Cm Preto (Kapazi),,," a partir de R$111,40",,,,"111,4","111,4","R$111,40",,"R$111,40",,"R$111,40","a partir de R$111,40",," x R$111,40 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/KKlFDGaY9AgXGt8ltrpZ.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/KKlFDGaY9AgXGt8ltrpZ.png,,,FyZQUGPLSaWC5AW6W4nmLA   ,FyZQUGPLSaWC5AW6W4nmLA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete Waterkap Comercial 60 Cm X 90 Cm Preto (Kapazi)%0A
#c, #n%0A%0A
 x R$111,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete Waterkap Comercial 60 Cm X 90 Cm Preto (Kapazi)%0A
#c, #n%0A%0A
 x R$111,40 -> %0A%0A
Obrigado",51,,,,,5396,,,,,,,,,,
l6usBlWESAGxgl.yqKUZTQ,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,GzETZAK2TgWpSwQbb2m.HQ,Nlfwazk9RPKFunUcFg8mTA,7909065263784,Não tem variação,Tapete Waterkap Comercial 60 Cm X 90 Cm Marrom (Kapazi) ,,," a partir de R$111,40",,,,"111,4","111,4","R$111,40",,"R$111,40",,"R$111,40","a partir de R$111,40",," x R$111,40 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/wphKhtGAb9s3RYTEQiPP.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/wphKhtGAb9s3RYTEQiPP.png,,,l6usBlWESAGxgl.yqKUZTQ   ,l6usBlWESAGxgl.yqKUZTQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete Waterkap Comercial 60 Cm X 90 Cm Marrom (Kapazi) %0A
#c, #n%0A%0A
 x R$111,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete Waterkap Comercial 60 Cm X 90 Cm Marrom (Kapazi) %0A
#c, #n%0A%0A
 x R$111,40 -> %0A%0A
Obrigado",51,,,,,5396,,,,,,,,,,
KWWMs3IdSwaY.aUgQMxZnQ,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,GzETZAK2TgWpSwQbb2m.HQ,Nlfwazk9RPKFunUcFg8mTA, 7909065026280,Não tem variação,Vinil Super Print Bbq And Beer 40CM X 75cm,,," a partir de R$57,60",,,,"57,6","57,6","R$57,60",,"R$57,60",,"R$57,60","a partir de R$57,60",," x R$57,60 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/vCwhgOPd8DFV5JD35gY0.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/vCwhgOPd8DFV5JD35gY0.png,,,KWWMs3IdSwaY.aUgQMxZnQ   ,KWWMs3IdSwaY.aUgQMxZnQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Vinil Super Print Bbq And Beer 40CM X 75cm%0A
#c, #n%0A%0A
 x R$57,60 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Vinil Super Print Bbq And Beer 40CM X 75cm%0A
#c, #n%0A%0A
 x R$57,60 -> %0A%0A
Obrigado",51,,,,,5396,,,,,,,,,,
IwvVKW38R.u0blqJNi58rQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,XOZbJUItSVaOsxMfQ8INGg,4fbKznm1SBK0oo9kp.oM7Q,7896952533900,Não tem variação,Porta Detergente E Esponja Preto ,,," a partir de R$15,70",,,,"15,7","15,7","R$15,70",,"R$15,70",,"R$15,70","a partir de R$15,70",," x R$15,70 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/bvU3LKVS6EqoGYkuTyTD.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/bvU3LKVS6EqoGYkuTyTD.png,,,IwvVKW38R.u0blqJNi58rQ   ,IwvVKW38R.u0blqJNi58rQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Porta Detergente E Esponja Preto %0A
#c, #n%0A%0A
 x R$15,70 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Porta Detergente E Esponja Preto %0A
#c, #n%0A%0A
 x R$15,70 -> %0A%0A
Obrigado",49,,,,,5396,,,,,,,,,,
DzXY8bglTLay2dEA0tyt-Q,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,EBfzIFs3Q3OFbqk57UoQsA,4fbKznm1SBK0oo9kp.oM7Q,7899751109369,Não tem variação,"Escova Limpa Grelha Em Aco Inox 21,3 Cm",,," a partir de R$12,20",,,,"12,2","12,2","R$12,20",,"R$12,20",,"R$12,20","a partir de R$12,20",," x R$12,20 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/ocsh14SrQIOlvvZ8Un11.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/ocsh14SrQIOlvvZ8Un11.png,,,DzXY8bglTLay2dEA0tyt-Q   ,DzXY8bglTLay2dEA0tyt-Q ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Escova Limpa Grelha Em Aco Inox 21,3 Cm%0A
#c, #n%0A%0A
 x R$12,20 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Escova Limpa Grelha Em Aco Inox 21,3 Cm%0A
#c, #n%0A%0A
 x R$12,20 -> %0A%0A
Obrigado",19,,,,,5396,,,,,,,,,,
