Row id ValorTamanhoFragrancia,Produto id,Tamanhos id,Valor,Tamanho,TMP Fragrância Cor,Tipo de tamanho id,TMP_Produto ID + Fragrância ID,TMP Chave tripla,Indisponível,TMP Tamanho indisponivel,Lista descritivo,TMP Todas as variações,Codigo Ref,Nome do Produto,Fragrancia id,Fragrancia,Se indisponivel,Valor Promocional,Cores id,Cor
7qfWT8ApSiOcUmgIL9ll.g,qeq9EkdwTZOay1UwQ.kGZw,OZC8LX4DQTOIykExhwsDtA,"71,3",7L,"7L   R$ 71,30",4fbKznm1SBK0oo9kp.oM7Q,qeq9EkdwTZOay1UwQ.kGZw ,qeq9EkdwTZOay1UwQ.kGZw OZC8LX4DQTOIykExhwsDtA  ,,7L ,"3,5L   R$ 68,70_ 7L   R$ 71,30","3,5L   R$ 68,70
 7L   R$ 71,30",7898617740739,Lixeira Mármore (TOP LINE),,,,,,
cHyvmEnHSrG7jYNitn-XjQ,Ve2LKXUxSVa5Z-F3claeag,Nav8DkjkQhyCeV66OITsYA,"82,5","1,5M","1,5M   R$ 82,50",Nlfwazk9RPKFunUcFg8mTA,Ve2LKXUxSVa5Z-F3claeag ,Ve2LKXUxSVa5Z-F3claeag Nav8DkjkQhyCeV66OITsYA  ,,"1,5M ","1,5M   R$ 82,50_ 2M   R$ 112,50_ 2,5M   R$ 127,50_ 3M   R$ 135,00","1,5M   R$ 82,50
 2M   R$ 112,50
 2,5M   R$ 127,50
 3M   R$ 135,00",11284,Passadeira Algodão (ERNANI),,,,,,
PClzVDSTSHKvMoWtT.HnoA,Ve2LKXUxSVa5Z-F3claeag,RLiceBKgT-KktZnoIqsLqA,"112,5",2M,"2M   R$ 112,50",Nlfwazk9RPKFunUcFg8mTA,Ve2LKXUxSVa5Z-F3claeag ,Ve2LKXUxSVa5Z-F3claeag RLiceBKgT-KktZnoIqsLqA  ,,2M ,"1,5M   R$ 82,50_ 2M   R$ 112,50_ 2,5M   R$ 127,50_ 3M   R$ 135,00","1,5M   R$ 82,50
 2M   R$ 112,50
 2,5M   R$ 127,50
 3M   R$ 135,00",11280,Passadeira Algodão (ERNANI),,,,,,
dhkO0IJGRq6q09Hy-SAuqw,Ve2LKXUxSVa5Z-F3claeag,uYqM890gRYKU84wshOc3UA,"127,5","2,5M","2,5M   R$ 127,50",Nlfwazk9RPKFunUcFg8mTA,Ve2LKXUxSVa5Z-F3claeag ,Ve2LKXUxSVa5Z-F3claeag uYqM890gRYKU84wshOc3UA  ,,"2,5M ","1,5M   R$ 82,50_ 2M   R$ 112,50_ 2,5M   R$ 127,50_ 3M   R$ 135,00","1,5M   R$ 82,50
 2M   R$ 112,50
 2,5M   R$ 127,50
 3M   R$ 135,00",11282,Passadeira Algodão (ERNANI),,,,,,
IpvV97uGRE2jGLJyjkgoww,Ve2LKXUxSVa5Z-F3claeag,5tQHXJ-ZQ-aHGJW5wiexKA,135,3M,"3M   R$ 135,00",Nlfwazk9RPKFunUcFg8mTA,Ve2LKXUxSVa5Z-F3claeag ,Ve2LKXUxSVa5Z-F3claeag 5tQHXJ-ZQ-aHGJW5wiexKA  ,,3M ,"1,5M   R$ 82,50_ 2M   R$ 112,50_ 2,5M   R$ 127,50_ 3M   R$ 135,00","1,5M   R$ 82,50
 2M   R$ 112,50
 2,5M   R$ 127,50
 3M   R$ 135,00",11283,Passadeira Algodão (ERNANI),,,,,,
rsXm8s0bQG65GZ.Cz8If4w,De1WfDbKQJWjGjOy7AaEFA,SkWR6PvbRSa5rz5aJSxqlA,"20,85",300ml,"300ml Lavanda  R$ 20,85",PZOwW1.1ROSiob7KmFoQKw,De1WfDbKQJWjGjOy7AaEFA afep1N0qTIKD33fayENcvA,De1WfDbKQJWjGjOy7AaEFA SkWR6PvbRSa5rz5aJSxqlA afep1N0qTIKD33fayENcvA ,,300ml ,"300ml Lavanda  R$ 20,85_ 300ml Tradicional  R$ 20,85","300ml Lavanda  R$ 20,85
 300ml Tradicional  R$ 20,85",7898275014159,Bucas de Silicone Spray Perfumado 300ML,afep1N0qTIKD33fayENcvA,Lavanda,,,,
t0G.DAZdQ9aNG0Da1gFUog,De1WfDbKQJWjGjOy7AaEFA,SkWR6PvbRSa5rz5aJSxqlA,"20,85",300ml,"300ml Tradicional  R$ 20,85",PZOwW1.1ROSiob7KmFoQKw,De1WfDbKQJWjGjOy7AaEFA NyaL62ebTcmlkVc4EZyI9Q,De1WfDbKQJWjGjOy7AaEFA SkWR6PvbRSa5rz5aJSxqlA NyaL62ebTcmlkVc4EZyI9Q ,,300ml ,"300ml Lavanda  R$ 20,85_ 300ml Tradicional  R$ 20,85","300ml Lavanda  R$ 20,85
 300ml Tradicional  R$ 20,85",7898275010823,Bucas de Silicone Spray Perfumado 300ML,NyaL62ebTcmlkVc4EZyI9Q,Tradicional,,,,
XLxtpiLQQSSPr-oBzGieQw,9FyWH-vxS7eJssShpL4RLw,,"6,6",," Berry  R$ 6,60",PZOwW1.1ROSiob7KmFoQKw,9FyWH-vxS7eJssShpL4RLw 3qYeZvt1RzexdKW4jkGZHQ,9FyWH-vxS7eJssShpL4RLw  3qYeZvt1RzexdKW4jkGZHQ ,, ," Berry  R$ 6,60_  Hawaii  R$ 6,60_  New  R$ 9,50_  Soft  R$ 6,60"," Berry  R$ 6,60
  Hawaii  R$ 6,60
  New  R$ 9,50
  Soft  R$ 6,60",7898275014845,Sache Aromatizante P/ Ambientes (INTERBRILHO),3qYeZvt1RzexdKW4jkGZHQ,Berry,,,,
orCTU4XBTtK9pPGCsgMzQA,9FyWH-vxS7eJssShpL4RLw,,"6,6",," Hawaii  R$ 6,60",PZOwW1.1ROSiob7KmFoQKw,9FyWH-vxS7eJssShpL4RLw co5UmmfVTFKi8vOag7yWcQ,9FyWH-vxS7eJssShpL4RLw  co5UmmfVTFKi8vOag7yWcQ ,, ," Berry  R$ 6,60_  Hawaii  R$ 6,60_  New  R$ 9,50_  Soft  R$ 6,60"," Berry  R$ 6,60
  Hawaii  R$ 6,60
  New  R$ 9,50
  Soft  R$ 6,60",7898275016962,Sache Aromatizante P/ Ambientes (INTERBRILHO),co5UmmfVTFKi8vOag7yWcQ,Hawaii,,,,
JMTBNfADSu-fUtgNVnCoEA,9FyWH-vxS7eJssShpL4RLw,,"9,5",," New  R$ 9,50",PZOwW1.1ROSiob7KmFoQKw,9FyWH-vxS7eJssShpL4RLw stv0TQ2ZQym7nGMxMZSAfg,9FyWH-vxS7eJssShpL4RLw  stv0TQ2ZQym7nGMxMZSAfg ,, ," Berry  R$ 6,60_  Hawaii  R$ 6,60_  New  R$ 9,50_  Soft  R$ 6,60"," Berry  R$ 6,60
  Hawaii  R$ 6,60
  New  R$ 9,50
  Soft  R$ 6,60",7898275014814,Sache Aromatizante P/ Ambientes (INTERBRILHO),stv0TQ2ZQym7nGMxMZSAfg,New,,,,
a.uTjSbxTVSFshgecTSLfg,9FyWH-vxS7eJssShpL4RLw,,"6,6",," Soft  R$ 6,60",PZOwW1.1ROSiob7KmFoQKw,9FyWH-vxS7eJssShpL4RLw bnQYeGbwT2a82gYDPA95tQ,9FyWH-vxS7eJssShpL4RLw  bnQYeGbwT2a82gYDPA95tQ ,, ," Berry  R$ 6,60_  Hawaii  R$ 6,60_  New  R$ 9,50_  Soft  R$ 6,60"," Berry  R$ 6,60
  Hawaii  R$ 6,60
  New  R$ 9,50
  Soft  R$ 6,60",7898275014821,Sache Aromatizante P/ Ambientes (INTERBRILHO),bnQYeGbwT2a82gYDPA95tQ,Soft,,,,
s.k7gKcaSAubiK8Y8PAHIQ,qDi5ZktuTKuBR3c.ylN4-g,RUXZ-ZBlRFidQ3NF7FoiAg,"15,8",1L,"1L Erva Doce  R$ 15,80",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g UQ1Mk82FROSdy6nTacbMZA,qDi5ZktuTKuBR3c.ylN4-g RUXZ-ZBlRFidQ3NF7FoiAg UQ1Mk82FROSdy6nTacbMZA ,,1L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10780,Sabonete Liquido Plus (TRILHA),UQ1Mk82FROSdy6nTacbMZA,Erva Doce,,,,
JU2EjH-zSsivHTqhLI-bcg,qDi5ZktuTKuBR3c.ylN4-g,DRLAQ-DZSluQFh.2QcGYbQ,18,2L,"2L Erva Doce  R$ 18,00",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g UQ1Mk82FROSdy6nTacbMZA,qDi5ZktuTKuBR3c.ylN4-g DRLAQ-DZSluQFh.2QcGYbQ UQ1Mk82FROSdy6nTacbMZA ,,2L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10783,Sabonete Liquido Plus (TRILHA),UQ1Mk82FROSdy6nTacbMZA,Erva Doce,,,,
QyExcPYVQDSnqgZnLCiWJA,qDi5ZktuTKuBR3c.ylN4-g,RUXZ-ZBlRFidQ3NF7FoiAg,"15,8",1L,"1L Flores do Campo  R$ 15,80",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g gI-hWcX1QEatrZ7r8Q4bSg,qDi5ZktuTKuBR3c.ylN4-g RUXZ-ZBlRFidQ3NF7FoiAg gI-hWcX1QEatrZ7r8Q4bSg ,,1L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10781,Sabonete Liquido Plus (TRILHA),gI-hWcX1QEatrZ7r8Q4bSg,Flores do Campo,,,,
wdSpLxKmRNiugBlEKegVmA,qDi5ZktuTKuBR3c.ylN4-g,DRLAQ-DZSluQFh.2QcGYbQ,16,2L,"2L Flores do Campo  R$ 16,00",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g gI-hWcX1QEatrZ7r8Q4bSg,qDi5ZktuTKuBR3c.ylN4-g DRLAQ-DZSluQFh.2QcGYbQ gI-hWcX1QEatrZ7r8Q4bSg ,,2L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10784,Sabonete Liquido Plus (TRILHA),gI-hWcX1QEatrZ7r8Q4bSg,Flores do Campo,,,,
8-mBoZuoT.SveJQM2HoRzw,qDi5ZktuTKuBR3c.ylN4-g,DRLAQ-DZSluQFh.2QcGYbQ,"18,99",2L,"2L Manga Rosa e Tangerina  R$ 18,99",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g hl52hpbQTViU2Ag3Ntrmtw,qDi5ZktuTKuBR3c.ylN4-g DRLAQ-DZSluQFh.2QcGYbQ hl52hpbQTViU2Ag3Ntrmtw ,,2L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10785,Sabonete Liquido Plus (TRILHA),hl52hpbQTViU2Ag3Ntrmtw,Manga Rosa e Tangerina,,,,
4RCtEd-.TSW6b4WWuFckQw,qDi5ZktuTKuBR3c.ylN4-g,RUXZ-ZBlRFidQ3NF7FoiAg,"15,8",1L,"1L Manga Rosa e Tangerina  R$ 15,80",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g hl52hpbQTViU2Ag3Ntrmtw,qDi5ZktuTKuBR3c.ylN4-g RUXZ-ZBlRFidQ3NF7FoiAg hl52hpbQTViU2Ag3Ntrmtw ,,1L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10782,Sabonete Liquido Plus (TRILHA),hl52hpbQTViU2Ag3Ntrmtw,Manga Rosa e Tangerina,,,,
703y4ozhQciC8ErJAOyy2A,qDi5ZktuTKuBR3c.ylN4-g,RUXZ-ZBlRFidQ3NF7FoiAg,"15,8",1L,"1L Pitanga  R$ 15,80",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g hLRJokBPSOCxNb.wJyOglA,qDi5ZktuTKuBR3c.ylN4-g RUXZ-ZBlRFidQ3NF7FoiAg hLRJokBPSOCxNb.wJyOglA ,,1L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10777,Sabonete Liquido Plus (TRILHA),hLRJokBPSOCxNb.wJyOglA,Pitanga,,,,
i.OBGMsVStCbtF9a9MDLOA,qDi5ZktuTKuBR3c.ylN4-g,DRLAQ-DZSluQFh.2QcGYbQ,"16,9",2L,"2L Pitanga  R$ 16,90",PZOwW1.1ROSiob7KmFoQKw,qDi5ZktuTKuBR3c.ylN4-g hLRJokBPSOCxNb.wJyOglA,qDi5ZktuTKuBR3c.ylN4-g DRLAQ-DZSluQFh.2QcGYbQ hLRJokBPSOCxNb.wJyOglA ,,2L ,"1L Erva Doce  R$ 15,80_ 2L Erva Doce  R$ 18,00_ 1L Flores do Campo  R$ 15,80_ 2L Flores do Campo  R$ 16,00_ 2L Manga Rosa e Tangerina  R$ 18,99_ 1L Manga Rosa e Tangerina  R$ 15,80_ 1L Pitanga  R$ 15,80_ 2L Pitanga  R$ 16,90","1L Erva Doce  R$ 15,80
 2L Erva Doce  R$ 18,00
 1L Flores do Campo  R$ 15,80
 2L Flores do Campo  R$ 16,00
 2L Manga Rosa e Tangerina  R$ 18,99
 1L Manga Rosa e Tangerina  R$ 15,80
 1L Pitanga  R$ 15,80
 2L Pitanga  R$ 16,90",10776,Sabonete Liquido Plus (TRILHA),hLRJokBPSOCxNb.wJyOglA,Pitanga,,,,
91BGDnJETauJUGxoKcBe5g,y5xt.X.vRa-B1Ak9xmkUDQ,Z65IgH0kRdqCM61oNx4Qgg,"12,7",500ml,"500ml  Preto R$ 12,70",4fbKznm1SBK0oo9kp.oM7Q,y5xt.X.vRa-B1Ak9xmkUDQ ,y5xt.X.vRa-B1Ak9xmkUDQ Z65IgH0kRdqCM61oNx4Qgg  UP1v2Jx3TbOl7qPc6BHJeA,,500ml ,"500ml  Rosa R$ 13,40_ 500ml  Violeta R$ 12,70_ 500ml  Preto R$ 12,70_ 500ml  Azul
 R$ 13,40","500ml  Rosa R$ 13,40
 500ml  Violeta R$ 12,70
 500ml  Preto R$ 12,70
 500ml  Azul
 R$ 13,40",7891988078333,Pulverizador Brisa 500ML (GUARANY),,,,,UP1v2Jx3TbOl7qPc6BHJeA,Preto
I1EPqPcFS8uvVCK7at2-WQ,y5xt.X.vRa-B1Ak9xmkUDQ,Z65IgH0kRdqCM61oNx4Qgg,"13,4",500ml,"500ml  Azul
 R$ 13,40",4fbKznm1SBK0oo9kp.oM7Q,y5xt.X.vRa-B1Ak9xmkUDQ ,y5xt.X.vRa-B1Ak9xmkUDQ Z65IgH0kRdqCM61oNx4Qgg  urtYhKd8Q3eqzNC-pkk0jQ,,500ml ,"500ml  Rosa R$ 13,40_ 500ml  Violeta R$ 12,70_ 500ml  Preto R$ 12,70_ 500ml  Azul
 R$ 13,40","500ml  Rosa R$ 13,40
 500ml  Violeta R$ 12,70
 500ml  Preto R$ 12,70
 500ml  Azul
 R$ 13,40",7891988053361,Pulverizador Brisa 500ML (GUARANY),,,,,urtYhKd8Q3eqzNC-pkk0jQ,"Azul
"
CYoOiIzrTSCeg4Bz921skg,oun3fgFjStWhTEoeJKRamw,,"6,8",,"  Azul
 R$ 6,80",4fbKznm1SBK0oo9kp.oM7Q,oun3fgFjStWhTEoeJKRamw ,oun3fgFjStWhTEoeJKRamw   urtYhKd8Q3eqzNC-pkk0jQ,, ,"  Azul
 R$ 6,80_   Branco R$ 6,80_   Verde R$ 6,80_   Vermelho R$ 6,80_   Laranja R$ 6,80_   Roxo R$ 6,80","  Azul
 R$ 6,80
   Branco R$ 6,80
   Verde R$ 6,80
   Vermelho R$ 6,80
   Laranja R$ 6,80
   Roxo R$ 6,80",7897070103457,Esponja de Banho Saboneteira (BRASILEIRINHA),,,,,urtYhKd8Q3eqzNC-pkk0jQ,"Azul
"
DhFKFx5XQdWUqttZNEIS8g,oun3fgFjStWhTEoeJKRamw,,"6,8",,"  Branco R$ 6,80",4fbKznm1SBK0oo9kp.oM7Q,oun3fgFjStWhTEoeJKRamw ,oun3fgFjStWhTEoeJKRamw   L3JTIKxgTSGW5bFijr-3Vw,, ,"  Azul
 R$ 6,80_   Branco R$ 6,80_   Verde R$ 6,80_   Vermelho R$ 6,80_   Laranja R$ 6,80_   Roxo R$ 6,80","  Azul
 R$ 6,80
   Branco R$ 6,80
   Verde R$ 6,80
   Vermelho R$ 6,80
   Laranja R$ 6,80
   Roxo R$ 6,80",7897070103457,Esponja de Banho Saboneteira (BRASILEIRINHA),,,,,L3JTIKxgTSGW5bFijr-3Vw,Branco
lSRvqy1bQn-nfrjX4Qv.iw,oun3fgFjStWhTEoeJKRamw,,"6,8",,"  Verde R$ 6,80",4fbKznm1SBK0oo9kp.oM7Q,oun3fgFjStWhTEoeJKRamw ,oun3fgFjStWhTEoeJKRamw   zkdvUb.jTG2Ve8zi-8Jnlg,, ,"  Azul
 R$ 6,80_   Branco R$ 6,80_   Verde R$ 6,80_   Vermelho R$ 6,80_   Laranja R$ 6,80_   Roxo R$ 6,80","  Azul
 R$ 6,80
   Branco R$ 6,80
   Verde R$ 6,80
   Vermelho R$ 6,80
   Laranja R$ 6,80
   Roxo R$ 6,80",7897070103457,Esponja de Banho Saboneteira (BRASILEIRINHA),,,,,zkdvUb.jTG2Ve8zi-8Jnlg,Verde
asKsV07CTeuc81eTvbvmgA,oun3fgFjStWhTEoeJKRamw,,"6,8",,"  Vermelho R$ 6,80",4fbKznm1SBK0oo9kp.oM7Q,oun3fgFjStWhTEoeJKRamw ,oun3fgFjStWhTEoeJKRamw   o7B3dBl7SuuVkoXmUwpj-A,, ,"  Azul
 R$ 6,80_   Branco R$ 6,80_   Verde R$ 6,80_   Vermelho R$ 6,80_   Laranja R$ 6,80_   Roxo R$ 6,80","  Azul
 R$ 6,80
   Branco R$ 6,80
   Verde R$ 6,80
   Vermelho R$ 6,80
   Laranja R$ 6,80
   Roxo R$ 6,80",7897070103457,Esponja de Banho Saboneteira (BRASILEIRINHA),,,,,o7B3dBl7SuuVkoXmUwpj-A,Vermelho
XpnXI9wRRW6w5CFnF2xk5A,oun3fgFjStWhTEoeJKRamw,,"6,8",,"  Laranja R$ 6,80",4fbKznm1SBK0oo9kp.oM7Q,oun3fgFjStWhTEoeJKRamw ,oun3fgFjStWhTEoeJKRamw   AMoTwwZASRq20IK6ByvA5Q,, ,"  Azul
 R$ 6,80_   Branco R$ 6,80_   Verde R$ 6,80_   Vermelho R$ 6,80_   Laranja R$ 6,80_   Roxo R$ 6,80","  Azul
 R$ 6,80
   Branco R$ 6,80
   Verde R$ 6,80
   Vermelho R$ 6,80
   Laranja R$ 6,80
   Roxo R$ 6,80",7897070103457,Esponja de Banho Saboneteira (BRASILEIRINHA),,,,,AMoTwwZASRq20IK6ByvA5Q,Laranja
1xhdnDvaRo6W8RswRBG8mg,oun3fgFjStWhTEoeJKRamw,,"6,8",,"  Roxo R$ 6,80",4fbKznm1SBK0oo9kp.oM7Q,oun3fgFjStWhTEoeJKRamw ,oun3fgFjStWhTEoeJKRamw   ZEhfbn5yRIGIK9U1Emze.Q,, ,"  Azul
 R$ 6,80_   Branco R$ 6,80_   Verde R$ 6,80_   Vermelho R$ 6,80_   Laranja R$ 6,80_   Roxo R$ 6,80","  Azul
 R$ 6,80
   Branco R$ 6,80
   Verde R$ 6,80
   Vermelho R$ 6,80
   Laranja R$ 6,80
   Roxo R$ 6,80",7897070103457,Esponja de Banho Saboneteira (BRASILEIRINHA),,,,,ZEhfbn5yRIGIK9U1Emze.Q,Roxo
2RlRgj5TR5-v6zM6-gR48w,O.TyaGxKRXKHCQUlhN7KIg,3uSg-Yg2Q2a3cud8T4qWrA,"23,5",65x130cm,"65x130cm  Azul
 R$ 23,50",ViU2USNJRHq0ozZts2ayIg,O.TyaGxKRXKHCQUlhN7KIg ,O.TyaGxKRXKHCQUlhN7KIg 3uSg-Yg2Q2a3cud8T4qWrA  urtYhKd8Q3eqzNC-pkk0jQ,,65x130cm ,"65x130cm  Azul
 R$ 23,50_ 65x130cm  Vermelho R$ 23,50_ 65x130cm  Marrom R$ 23,50_ 65x130cm  Cinza R$ 23,50_ 65x130cm  Verde R$ 23,50_ 65x130cm  Amarelo R$ 23,50","65x130cm  Azul
 R$ 23,50
 65x130cm  Vermelho R$ 23,50
 65x130cm  Marrom R$ 23,50
 65x130cm  Cinza R$ 23,50
 65x130cm  Verde R$ 23,50
 65x130cm  Amarelo R$ 23,50",7891228546158,Toalha de Banho Felp. 100% Sortida 65x130cm (TEKA),,,,,urtYhKd8Q3eqzNC-pkk0jQ,"Azul
"
khXTekm7TxSrgAfKkzDqJw,O.TyaGxKRXKHCQUlhN7KIg,3uSg-Yg2Q2a3cud8T4qWrA,"23,5",65x130cm,"65x130cm  Vermelho R$ 23,50",ViU2USNJRHq0ozZts2ayIg,O.TyaGxKRXKHCQUlhN7KIg ,O.TyaGxKRXKHCQUlhN7KIg 3uSg-Yg2Q2a3cud8T4qWrA  o7B3dBl7SuuVkoXmUwpj-A,,65x130cm ,"65x130cm  Azul
 R$ 23,50_ 65x130cm  Vermelho R$ 23,50_ 65x130cm  Marrom R$ 23,50_ 65x130cm  Cinza R$ 23,50_ 65x130cm  Verde R$ 23,50_ 65x130cm  Amarelo R$ 23,50","65x130cm  Azul
 R$ 23,50
 65x130cm  Vermelho R$ 23,50
 65x130cm  Marrom R$ 23,50
 65x130cm  Cinza R$ 23,50
 65x130cm  Verde R$ 23,50
 65x130cm  Amarelo R$ 23,50",7891228546158,Toalha de Banho Felp. 100% Sortida 65x130cm (TEKA),,,,,o7B3dBl7SuuVkoXmUwpj-A,Vermelho
a-qPK0we3TuuLHGSub5xO4g,O.TyaGxKRXKHCQUlhN7KIg,3uSg-Yg2Q2a3cud8T4qWrA,"23,5",65x130cm,"65x130cm  Marrom R$ 23,50",ViU2USNJRHq0ozZts2ayIg,O.TyaGxKRXKHCQUlhN7KIg ,O.TyaGxKRXKHCQUlhN7KIg 3uSg-Yg2Q2a3cud8T4qWrA  dcs6ev0TRXWf.pcfMxuibw,,65x130cm ,"65x130cm  Azul
 R$ 23,50_ 65x130cm  Vermelho R$ 23,50_ 65x130cm  Marrom R$ 23,50_ 65x130cm  Cinza R$ 23,50_ 65x130cm  Verde R$ 23,50_ 65x130cm  Amarelo R$ 23,50","65x130cm  Azul
 R$ 23,50
 65x130cm  Vermelho R$ 23,50
 65x130cm  Marrom R$ 23,50
 65x130cm  Cinza R$ 23,50
 65x130cm  Verde R$ 23,50
 65x130cm  Amarelo R$ 23,50",7891228546158,Toalha de Banho Felp. 100% Sortida 65x130cm (TEKA),,,,,dcs6ev0TRXWf.pcfMxuibw,Marrom
ncYr0d-8SsancPw0joihJw,O.TyaGxKRXKHCQUlhN7KIg,3uSg-Yg2Q2a3cud8T4qWrA,"23,5",65x130cm,"65x130cm  Cinza R$ 23,50",ViU2USNJRHq0ozZts2ayIg,O.TyaGxKRXKHCQUlhN7KIg ,O.TyaGxKRXKHCQUlhN7KIg 3uSg-Yg2Q2a3cud8T4qWrA  PT7ycmH9Q1-j9WBDGGUGxQ,,65x130cm ,"65x130cm  Azul
 R$ 23,50_ 65x130cm  Vermelho R$ 23,50_ 65x130cm  Marrom R$ 23,50_ 65x130cm  Cinza R$ 23,50_ 65x130cm  Verde R$ 23,50_ 65x130cm  Amarelo R$ 23,50","65x130cm  Azul
 R$ 23,50
 65x130cm  Vermelho R$ 23,50
 65x130cm  Marrom R$ 23,50
 65x130cm  Cinza R$ 23,50
 65x130cm  Verde R$ 23,50
 65x130cm  Amarelo R$ 23,50",7891228546158,Toalha de Banho Felp. 100% Sortida 65x130cm (TEKA),,,,,PT7ycmH9Q1-j9WBDGGUGxQ,Cinza
